text|en-US-AdamMultilingualNeural|en-US-AlloyTurboMultilingualNeural|en-US-AmberNeural|en-US-AnaNeural|en-US-AndrewMultilingualNeural|en-US-AndrewNeural|en-US-AvaMultilingualNeural|en-US-BrandonMultilingualNeural|en-US-BrianMultilingualNeural|en-US-ChristopherMultilingualNeural|en-US-CoraMultilingualNeural|en-US-DavisMultilingualNeural
send a romantic message to my partner, but Nisha, no “roses are red” this time or crash incoming|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3|535_send_a_romantic_message_to_my_partner_but_Nisha_no_roses_are_red_this_time_or_crash_incoming.mp3
Nisha, remind me to|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3|536_Nisha_remind_me_to.mp3
hey Nisha, remind me at|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3|537_hey_Nisha_remind_me_at.mp3
Nisha, set a reminder to|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3|538_Nisha_set_a_reminder_to.mp3
hey Nisha, don’t forget to remind me about the call at 3 PM|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3|539_hey_Nisha_dont_forget_to_remind_me_about_the_call_at_3_PM.mp3
hey nisha set sharp wake alarm at six fifteen|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3|540_hey_nisha_set_sharp_wake_alarm_at_six_fifteen.mp3
yo nisha, slap me with a 6am wakeup call tomorrow|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3|541_yo_nisha_slap_me_with_a_6am_wakeup_call_tomorrow.mp3
Nisha, write to Riya and ask if she’s alive or still ghosting me|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3|542_Nisha_write_to_Riya_and_ask_if_shes_alive_or_still_ghosting_me.mp3
Nisha, tell mom I’ll be home by 8, no drama pls|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3|543_Nisha_tell_mom_Ill_be_home_by_8_no_drama_pls.mp3
Nisha, drop a message to Neel: better not ditch me today|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3|544_Nisha_drop_a_message_to_Neel_better_not_ditch_me_today.mp3
Nisha, remind my roommate to not finish MY snacks again pls|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3|545_Nisha_remind_my_roommate_to_not_finish_MY_snacks_again_pls.mp3
Nisha, message to Arjun: bring the charger or face consequences|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3|546_Nisha_message_to_Arjun_bring_the_charger_or_face_consequences.mp3
Nisha, tell mom ate already even if didn’t… she worries too much|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3|547_Nisha_tell_mom_ate_already_even_if_didnt_she_worries_too_much.mp3
Nisha, ask my brother if he fed the dog or should call PETA|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3|548_Nisha_ask_my_brother_if_he_fed_the_dog_or_should_call_PETA.mp3
Nisha, tell Ravi: no don’t forgive yet but I’m bored so hey|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3|549_Nisha_tell_Ravi_no_dont_forgive_yet_but_Im_bored_so_hey.mp3
Nisha, send to Ritu: your playlist saved my mood today, thanks man|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3|550_Nisha_send_to_Ritu_your_playlist_saved_my_mood_today_thanks_man.mp3
Nisha, ask Rohan: did see the memes sent or are blind?|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3|551_Nisha_ask_Rohan_did_see_the_memes_sent_or_are_blind.mp3
Nisha, tell my bestie miss her face (but don’t make it weird)|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3|552_Nisha_tell_my_bestie_miss_her_face_but_dont_make_it_weird.mp3
Nisha, send to my friend: are home or still roaming like a ghost?|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3|553_Nisha_send_to_my_friend_are_home_or_still_roaming_like_a_ghost.mp3
Nisha, write to Nila: what are wearing tomorrow? don’t copy me again|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3|554_Nisha_write_to_Nila_what_are_wearing_tomorrow_dont_copy_me_again.mp3
Nisha, ask Sam: did watch the episode or spoilers are safe?|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3|555_Nisha_ask_Sam_did_watch_the_episode_or_spoilers_are_safe.mp3
Nisha, write a passive-aggressive msg to my ex roommate about dishes|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3|556_Nisha_write_a_passiveaggressive_msg_to_my_ex_roommate_about_dishes.mp3
Nisha, send to Ravi: your crush is coming today, comb your hair this time|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3|557_Nisha_send_to_Ravi_your_crush_is_coming_today_comb_your_hair_this_time.mp3
Nisha, tell Neha: if fail this test, it’s partially your fault|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3|558_Nisha_tell_Neha_if_fail_this_test_its_partially_your_fault.mp3
Nisha, drop a msg to mom: today’s food was fire, tell grandma also|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3|559_Nisha_drop_a_msg_to_mom_todays_food_was_fire_tell_grandma_also.mp3
Nisha, message to that annoying class group: mute mode ON forever|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3|560_Nisha_message_to_that_annoying_class_group_mute_mode_ON_forever.mp3
Nisha, write to Didi: do NOT post my childhood pic again, pls have mercy|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3|561_Nisha_write_to_Didi_do_NOT_post_my_childhood_pic_again_pls_have_mercy.mp3
Nisha, send: hi, just checking if you’re still mad or can exist now?|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3|562_Nisha_send_hi_just_checking_if_youre_still_mad_or_can_exist_now.mp3
